id,type,from,to,source_id,source_title,source_url,publication_date,retrieval_date,evidence_grade,factual_status,establishes,does_not_establish,review_status,extraction_method,confidence
relationship-3c592ec8609ac0e95411,mentions,finding-b366acffac66d5799cabb29e,entity-legalauthority-1c5d71bcc349dace0df2,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14075/commission-information-collection-activities-ferc-521-comment-request-extension,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Paperwork Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-2fc181d63b43c888e505,mentions,finding-b36c021a9534424e131e8f14,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26566.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-28d45ed34a780ac15ca4,mentions,finding-b3814745bfa66f3d1a8a833e,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26543.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-4195a001ba934f9080ad,mentions,finding-b3da1d0797a1b7d1fbb0773b,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26576.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-938cce039a992969860b,mentions,finding-b4d03b1ddc5dfe58d7fd652e,entity-governmentagency-6acdd63fe72ee7397259,doj-epstein-disclosures,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-matter-estate-jeffrey-e-epstein-deceased-no-st-21-rv-00005-vi-super-ct-2021,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-4dfc105d92198202d036,mentions,finding-b5ba07258bfb23b39e7489ed,entity-governmentagency-f85781eb4fbd28e338bb,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/GS05P13SAC0022,2013-08-15T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names General Services Administration.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-2cabb0e2655218acaedc,mentions,finding-b5ba07258bfb23b39e7489ed,entity-organization-9c4bf552dfca829f76ac,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/GS05P13SAC0022,2013-08-15T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Public Buildings Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-f940f1129f6499db1768,mentions,finding-b60d456b9c61cee06f6603ce,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26500-hao.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-ada6ec12c7996c5510cf,mentions,finding-b6686e1a92c6c321224f2ba6,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26582-mark-jacobs.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-9b7e192e562df7b84088,mentions,finding-b6cea3e082955199ac1ce775,entity-governmentagency-6acdd63fe72ee7397259,doj-epstein-disclosures,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/data-set-2-files,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,document-release,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-0a92d0613789640905ab,mentions,finding-b6ffa72678720ed7406ccfa3,entity-governmentagency-6acdd63fe72ee7397259,doj-epstein-disclosures,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-united-states-v-maxwell-no-120-mj-00132-dnh-2020,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-a5c1fe8e68aeddaddaeb,mentions,finding-b70fb84105b16d3cce48424f,entity-governmentagency-20ae5856347ec248b392,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14084/loan-guaranty-federal-civil-penalties-inflation-adjustment-act-amendments,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Federal Civil Penalties Inflation Adjustment Act Amendments The Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-ac7e0354101030890763,mentions,finding-b70fb84105b16d3cce48424f,entity-legalauthority-72fe0a9bff7b33d24927,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14084/loan-guaranty-federal-civil-penalties-inflation-adjustment-act-amendments,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Federal Civil Penalties Inflation Adjustment Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-0d3bbe8098b43a5f02c6,mentions,finding-b70fb84105b16d3cce48424f,entity-legalauthority-8f3e001bdc52b85225d6,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14084/loan-guaranty-federal-civil-penalties-inflation-adjustment-act-amendments,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Federal Civil Penalties Inflation Adjustment Act Improvements Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-ba8089adbad11c3f2fe8,mentions,finding-b7a93a6cd63a6b0dd30cb633,entity-governmentagency-6acdd63fe72ee7397259,wikileaks-publications,WikiLeaks — Publications,https://wikileaks.org//detaineepolicies,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,C,leak-or-document-lead,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-345305b3c47da665678e,mentions,finding-b840483ae8dba96591078d91,entity-organization-7ab2ff51b471e85f4c62,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/HHSI244201700015A,2017-05-31T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Indian Health Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-10403f7b276dc2e0a346,mentions,finding-b840483ae8dba96591078d91,payment-8cd1ca04ca596699c04f,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/HHSI244201700015A,2017-05-31T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,"The cited record names $480,000.00 money event.","A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,money-regex,0.78
relationship-84b78a8095db88cbf876,mentions,finding-b840483ae8dba96591078d91,payment-fb3bc819201edd60b28b,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/HHSI244201700015A,2017-05-31T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,"The cited record names $40,000.00 money event.","A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,money-regex,0.78
relationship-ea189c5700bb61c9a265,mentions,finding-b91b77270a2f7be8683efd70,entity-contractor-fcfb64a26d262330e3e1,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/EPG17H00966,2017-05-02T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names ADVANTAGE LEASING ASSOCIATES LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-457ad6ba292c82da12da,mentions,finding-b91b77270a2f7be8683efd70,entity-governmentagency-c947785346b89825635a,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/EPG17H00966,2017-05-02T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Environmental Protection Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-20ff88ad6585a7cd270c,mentions,finding-b91b77270a2f7be8683efd70,payment-bf438b2a991c246eef34,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/EPG17H00966,2017-05-02T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names $0.18 money event.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,money-regex,0.78
relationship-ae20d1a3275f1b7b22b1,mentions,finding-bb04a6ef4379646f9cb5de90,entity-company-2a9655b7e7af2a2280ae,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14030/wooden-cabinets-and-vanities-and-components-thereof-from-the-peoples-republic-of-china-preliminary,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Yixing Pengjia Technology Co.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-cc09e076241541cc140f,mentions,finding-bb04a6ef4379646f9cb5de90,entity-governmentagency-7a08bc86d620fdaaea95,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14030/wooden-cabinets-and-vanities-and-components-thereof-from-the-peoples-republic-of-china-preliminary,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names The U.S. Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-aebb5e6a177a9a2534cf,mentions,finding-bbea9900cdc5b0301822293c,entity-organization-3c390d2c6e0a25a44be6,treasury-ofac-recent-actions,U.S. Treasury OFAC — Recent Actions,https://ofac.treasury.gov/sanctions-list-service,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,official-enforcement,The cited record names Sanctions List Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-7f9158e70fbe2d1d40bc,mentions,finding-bbfc64a571405fe6c95d8632,entity-governmentagency-f51b169fda2820099741,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14073/drug-establishment-registration-and-drug-listing-requirements-for-establishments-engaged-in,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Manufacturing and Certain Foreign Establishments The Food and Drug Administration.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-2613104766bcf7c94775,mentions,finding-bc9883db1469a0da18e34135,entity-governmentagency-7a08bc86d620fdaaea95,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14020/common-alloy-aluminum-sheet-from-the-kingdom-of-bahrain-preliminary-results-of-antidumping-duty,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names The U.S. Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-08ac8334ad7daa1545fe,mentions,finding-bc99b6b43afe4b9c4222d1b4,entity-governmentagency-6af1ecff21c09e5a6dc6,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14032/self-regulatory-organizations-cboe-exchange-inc-notice-of-filing-and-immediate-effectiveness-of-a,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Clarify Language Regarding Certain Free Trials Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-7be4bf4d088e50788f38,mentions,finding-bc99b6b43afe4b9c4222d1b4,entity-legalauthority-ed13e501648b89f945aa,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14032/self-regulatory-organizations-cboe-exchange-inc-notice-of-filing-and-immediate-effectiveness-of-a,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Proposed Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-bd8921d7e78fa7f75b4e,mentions,finding-bcd16861ddee1a6a114900fc,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26489-waugh.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-a316e33e1ffeebc0f215,mentions,finding-bcd3e2651586b44f296b1ef1,entity-organization-6e2bcb1596622dbd13b0,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/95315824C00011,2024-09-23T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names United States Chemical Safety Board.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-99243d208579a42dd7ce,mentions,finding-be650c5fb982d24e1b30cdca,entity-governmentagency-6727846bb16c07b7fcfe,doj-epstein-disclosures,U.S. Department of Justice — Epstein Disclosures,http://www.facebook.com/sharer/sharer.php?u=https://www.justice.gov/epstein/doj-disclosures,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Facebook Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-7fae1b5674025ca56e00,mentions,finding-be650c5fb982d24e1b30cdca,entity-governmentagency-6acdd63fe72ee7397259,doj-epstein-disclosures,U.S. Department of Justice — Epstein Disclosures,http://www.facebook.com/sharer/sharer.php?u=https://www.justice.gov/epstein/doj-disclosures,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-e2b2c3e12d9c879b1899,mentions,finding-bf283547c6adf0f566617d3a,entity-legalauthority-1c5d71bcc349dace0df2,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/10/2026-13994/agency-information-collection-activities-comment-request-on-revenue-procedure-2014-49,2026-07-10T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Paperwork Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-7a57538ad231a6e6ed8e,mentions,finding-bf3f50a41eaf993c7bf35ff0,entity-company-679162bc191c2d02f381,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26549-daveglo.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names DaveGlo Investment Group.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-5c32c338150efced49e9,mentions,finding-bf3f50a41eaf993c7bf35ff0,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26549-daveglo.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-22f1acf2b1e4113749a9,mentions,finding-c022c6c16732bb0ad1abc191,entity-governmentagency-6acdd63fe72ee7397259,doj-epstein-disclosures,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-doe-no-102-v-epstein-no-909-cv-80656-sd-fla-2009,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-ef1b8654d76942e0dd42,mentions,finding-c29233035ad81a92c3f6f754,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26489-lewis.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-6948bf9536f72e0e342f,mentions,finding-c3035e8d91c66b2d79f49d5e,entity-governmentagency-39dfca047304c24eb3b9,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14074/new-agency-information-collection-activity-under-omb-review-insider-threat-incident-reporting-tool,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Transportation Security Administration.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-a595e4603b5ebb4e8a7f,mentions,finding-c3035e8d91c66b2d79f49d5e,entity-governmentagency-a3fbd04c211e50ec226c,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14074/new-agency-information-collection-activity-under-omb-review-insider-threat-incident-reporting-tool,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names New Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-b708b34bb12587a7d999,mentions,finding-c3035e8d91c66b2d79f49d5e,entity-legalauthority-1c5d71bcc349dace0df2,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14074/new-agency-information-collection-activity-under-omb-review-insider-threat-incident-reporting-tool,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Paperwork Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-bcebfb20b28c03d6a18e,mentions,finding-c352a671bc2ccedcb3b119b4,entity-contractor-99317e3ca3385501d531,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/95332426F0039,2026-05-05T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names LIMESTONE ANALYTICS LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-be9d8e0175ea86f3154d,mentions,finding-c352a671bc2ccedcb3b119b4,entity-contractor-c8300b37dec6e556e8ce,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/95332426F0039,2026-05-05T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Millennium Challenge Corporation.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-1e0bddaaa985ebe849f6,mentions,finding-c3ef92932cc4201392c7d30e,entity-governmentagency-5124abc8e7ea841d1aa8,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/89603026F0033,2026-07-24T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-2d1618a2bf44082cae6f,mentions,finding-c465a503b00cfc994561363b,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26545-treusch.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-39b26fef5aaac8b7f8b8,mentions,finding-c4ee564de0e039915acf5e26,entity-legalauthority-1c5d71bcc349dace0df2,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14053/agency-information-collection-activities-comment-request-public-service-loan-forgiveness-pslf-and,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Paperwork Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-f949bf19f7be34ce9d02,mentions,finding-c4ee564de0e039915acf5e26,entity-organization-4ceb25fbbfc839bb8820,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14053/agency-information-collection-activities-comment-request-public-service-loan-forgiveness-pslf-and,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Public Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-f7d53ccbe4b231b0e845,mentions,finding-c5d436be00ce3c88937f47ae,entity-contractor-c436a50a7553a54d6c41,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/91990025F0015,2025-02-19T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names TACTILE DESIGN GROUP LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-6d3eba9d9384141c8523,mentions,finding-c5f5b8ef0fa17a3fcbd4f46c,entity-governmentagency-a5ca68249597117c8784,usaspending-recent-contracts,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/DTRT5717P80026,2017-01-01T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Immediate Office.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-e04ac4fa6dc560190513,mentions,finding-c6cf2744d8a41c539fe8872e,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26545-flagg.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-1676a191072ae1c9331f,mentions,finding-c6d54a0c85660b01489f2154,entity-governmentagency-5ea3493ef75278bdf8c2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26489-carter.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-f95041902ab997a5e074,mentions,finding-c70f05bda21615ed2ded28a6,entity-governmentagency-7a08bc86d620fdaaea95,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14022/common-alloy-aluminum-sheet-from-the-republic-of-trkiye-preliminary-results-of-the-antidumping-duty,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names The U.S. Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-b40e1935db1fc42a48f1,mentions,finding-c764ac7e122509f3988f5529,entity-company-4236534939dc023c58ba,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14078/oswego-hydro-partners-lp-notice-of-waiver-of-water-quality-certification,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Oswego Hydro Partners.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-497666c5e318a8e5e29a,mentions,finding-c764ac7e122509f3988f5529,entity-governmentagency-5124abc8e7ea841d1aa8,federal-register-latest,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14078/oswego-hydro-partners-lp-notice-of-waiver-of-water-quality-certification,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
