relationship_id,from_id,from_name,from_type,relationship_type,to_id,to_name,to_type,source_title,source_url,date,publication_date,retrieval_date,evidence_grade,factual_status,review_status,extraction_method,confidence,what_is_established,what_is_not_established
relationship-915812bc587eb8a70ca2,finding-0ff69e40e7eece162fe5c35c,IMMIXTECHNOLOGY INC — Department of Energy,Finding,mentions,entity-governmentagency-5124abc8e7ea841d1aa8,Federal Energy Regulatory Commission,GovernmentAgency,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/89603026F0041,2026-07-01T00:00:00.000Z,2026-07-01T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-db2d6667419ab8c35a1c,finding-0ffe0526c4eccdf59fd20450,Default Judgment,Finding,mentions,entity-governmentagency-5ea3493ef75278bdf8c2,U.S. Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26535.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-6a95117681fc0fddf149,finding-10eb3bbd06a46214d127564b,"Molitor, LLC; Notice of Intent To File License Application, Filing of Pre-Application Document, and Approving Use of the Traditional Licensing Process",Finding,mentions,entity-governmentagency-36db8da24da79f9319ef,Approving Use of the Traditional Licensing Process Energy Department,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14080/molitor-llc-notice-of-intent-to-file-license-application-filing-of-pre-application-document-and,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Approving Use of the Traditional Licensing Process Energy Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-20c23389bfc47fcc8313,finding-10eb3bbd06a46214d127564b,"Molitor, LLC; Notice of Intent To File License Application, Filing of Pre-Application Document, and Approving Use of the Traditional Licensing Process",Finding,mentions,entity-governmentagency-5124abc8e7ea841d1aa8,Federal Energy Regulatory Commission,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14080/molitor-llc-notice-of-intent-to-file-license-application-filing-of-pre-application-document-and,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-0be7d4e9444ce4019bfa,finding-11b1b525fb2c04e923f71bcb,Steel Reef Pipelines US LLC; Notice of Application and Establishing Intervention Deadline,Finding,mentions,entity-company-8a5158a89863d8b313d2,Steel Reef Pipelines US LLC,Company,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14081/steel-reef-pipelines-us-llc-notice-of-application-and-establishing-intervention-deadline,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,company-suffix-regex,0.72,The cited record names Steel Reef Pipelines US LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-dc32fb651271f34d411d,finding-11b1b525fb2c04e923f71bcb,Steel Reef Pipelines US LLC; Notice of Application and Establishing Intervention Deadline,Finding,mentions,entity-governmentagency-5124abc8e7ea841d1aa8,Federal Energy Regulatory Commission,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14081/steel-reef-pipelines-us-llc-notice-of-application-and-establishing-intervention-deadline,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-7c72bae3069677c25a48,finding-11b1b525fb2c04e923f71bcb,Steel Reef Pipelines US LLC; Notice of Application and Establishing Intervention Deadline,Finding,mentions,entity-governmentagency-a4c85345cd143d48cc38,Notice of Application and Establishing Intervention Deadline Energy Department,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14081/steel-reef-pipelines-us-llc-notice-of-application-and-establishing-intervention-deadline,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Notice of Application and Establishing Intervention Deadline Energy Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b6e3d467c19350d3f1d7,finding-129da558940c628518181d32,Final Judgment,Finding,mentions,entity-governmentagency-5ea3493ef75278bdf8c2,U.S. Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-ecbcbba49349d72275a2,finding-1362ff063308acf7a1d207a3,"Doe v. Epstein , No. 9:08-cv-80804 (S.D. Fla. 2008)",Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-doe-v-epstein-no-908-cv-80804-sd-fla-2008,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-ea7cf4bf8fe5da0087fa,finding-13b087ab8a71105736b6edcb,ATT MOBILITY LLC — Department of Defense,Finding,mentions,entity-contractor-1351075df59cb0cc6a5d,ATT MOBILITY LLC,Contractor,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/HC108426FA996,2026-06-18T00:00:00.000Z,2026-06-18T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,company-suffix-regex,0.72,The cited record names ATT MOBILITY LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-fad3f67b1e7f279af8a5,finding-13b087ab8a71105736b6edcb,ATT MOBILITY LLC — Department of Defense,Finding,mentions,entity-governmentagency-076bd64ce444d608be5f,Defense Information Systems Agency,GovernmentAgency,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/HC108426FA996,2026-06-18T00:00:00.000Z,2026-06-18T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Defense Information Systems Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-ed54dfbdd310ba1d58f7,finding-151385790745459ca9a5cc73,"United States v. Maxwell , No. 21-0058 (2d Cir. 2021)",Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-united-states-v-maxwell-no-21-0058-2d-cir-2021,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-e71020d98fa44edead68,finding-15924f37444afce606e7c4d2,Default Judgment,Finding,mentions,entity-governmentagency-5ea3493ef75278bdf8c2,U.S. Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26484.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b1195835a1e22381f0f5,finding-15dffef48a581fade619e3f3,"Audit of the Office of Community Oriented Policing Services Technology and Equipment Program Grant Awarded to Ramsey County, Ramsey County, Minnesota",Finding,mentions,entity-governmentagency-59f7062a018039d4dcb6,Audit of the Office,GovernmentAgency,U.S. Department of Justice Office of Inspector General — Reports,https://oig.justice.gov/reports/audit-office-community-oriented-policing-services-technology-and-equipment-program-grant,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,official-audit-finding,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Audit of the Office.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-6152812828151a32995a,finding-18a98843bb6c1abe9ddef38c,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Domestic and International Flight Plans,Finding,mentions,entity-legalauthority-1c5d71bcc349dace0df2,Paperwork Reduction Act,LegalAuthority,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14010/agency-information-collection-activities-requests-for-comments-clearance-of-renewed-approval-of,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Paperwork Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-e21fdfc24c60fc957461,finding-18cc99b8cc7fdd992e408813,"Report serious fraud, bribery and corruption",Finding,mentions,entity-governmentagency-33a960164bebeacd9025,Serious Fraud Office,GovernmentAgency,UK Serious Fraud Office — News And Communications,https://sforeporting.egressforms.com/,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,wrongdoing-lead,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Serious Fraud Office.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-12fce8cc1b50e7b7f0c1,finding-1b8b20d4acad24202b8cb04e,"Polyethylene Terephthalate Film, Sheet, and Strip From India: Final Results of Countervailing Duty Administrative Review; 2023",Finding,mentions,entity-governmentagency-7a08bc86d620fdaaea95,The U.S. Department,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14029/polyethylene-terephthalate-film-sheet-and-strip-from-india-final-results-of-countervailing-duty,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names The U.S. Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-fa5bacf169174b1f6763,finding-1ca08ac1f645338e39f9723d,Federal Bureau of Investigation (FBI),Finding,mentions,entity-governmentagency-2355a3dd5d9e6d4e7f98,Federal Bureau,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/foia-federal-bureau-investigation-fbi,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Bureau.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b126a84777d930468fd2,finding-1ca08ac1f645338e39f9723d,Federal Bureau of Investigation (FBI),Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/foia-federal-bureau-investigation-fbi,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-ea61381aa239e828c61a,finding-1ce8ea5e575bf4f86c37fb16,UNISON VIRTUAL ACQUISITION OFFICE LLC — Department of Energy,Finding,mentions,entity-contractor-53830cae8320200356bb,UNISON VIRTUAL ACQUISITION OFFICE LLC,Contractor,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/89603025F0060,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,company-suffix-regex,0.72,The cited record names UNISON VIRTUAL ACQUISITION OFFICE LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b68e83a7ec193968f13e,finding-1ce8ea5e575bf4f86c37fb16,UNISON VIRTUAL ACQUISITION OFFICE LLC — Department of Energy,Finding,mentions,entity-governmentagency-5124abc8e7ea841d1aa8,Federal Energy Regulatory Commission,GovernmentAgency,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/89603025F0060,2025-09-01T00:00:00.000Z,2025-09-01T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-bfbb834e5974adc4b1a9,finding-1db72545198150ca0100e704,View files,Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/data-set-10-files,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,document-release,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-d5322eae87d83806eded,finding-1de434047ff4e142882cb5bf,Counter Narcotics Designations; Russia-related Designations Removals; Publication of Report for Licensing Activities Undertaken Pursuant to the Trade Sanctions Reform and Export Enhancement Act (TSRA),Finding,mentions,entity-legalauthority-7a66964d81af00d6eacd,Trade Sanctions Reform and Export Enhancement Act,LegalAuthority,U.S. Treasury OFAC — Recent Actions,https://ofac.treasury.gov/recent-actions/20260630,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,official-enforcement,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Trade Sanctions Reform and Export Enhancement Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-a7a5ff7186c6cc06e0da,finding-1e43ec8e272bc23c7824442b,Final Judgment,Finding,mentions,entity-governmentagency-5ea3493ef75278bdf8c2,U.S. Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26568.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-c3ebd9048377597acb4c,finding-1e5e5d1abb0585c4e00f6ade,"Duke Energy Carolinas, LLC; Notice of Application for Temporary Variance Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",Finding,mentions,entity-governmentagency-19c1e663928fd3b968c6,Protests Energy Department,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14083/duke-energy-carolinas-llc-notice-of-application-for-temporary-variance-accepted-for-filing,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Protests Energy Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-9e79f944974dc9ed3118,finding-1e5e5d1abb0585c4e00f6ade,"Duke Energy Carolinas, LLC; Notice of Application for Temporary Variance Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",Finding,mentions,entity-governmentagency-5124abc8e7ea841d1aa8,Federal Energy Regulatory Commission,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14083/duke-energy-carolinas-llc-notice-of-application-for-temporary-variance-accepted-for-filing,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-4eed67b9224acbb301c1,finding-1e60d3cb3f56638e58426d77,"Doe v. Epstein , No. 9:08-cv-80119 (S.D. Fla. 2008)",Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-doe-v-epstein-no-908-cv-80119-sd-fla-2008,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-4b6fcebcdbbc24d7e733,finding-1e9580ff63e3f1f5d9551d97,"[redacted] v. Epstein , No. 9:10-cv-81111 (S.D. Fla. 2010)",Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-v-epstein-no-910-cv-81111-sd-fla-2010,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-0aeb7d6e3e1eff16377e,finding-1ee8aa917958365896c482aa,"In re: Grand Jury 05-02 (WPB) & 07-103 (WPB) , No. 9:25-mc-80920 (S.D. Fla. 2025)",Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-re-grand-jury-05-02-wpb-07-103-wpb-no-925-mc-80920-sd-fla-2025,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-caf8d641287e37e0add1,finding-21cff0ca475c04fd164d34c6,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC. — Department of Transportation",Finding,mentions,entity-governmentagency-d84b1657584861823934,Federal Aviation Administration,GovernmentAgency,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/DTFACT15D00003CALL0002,2015-11-03T00:00:00.000Z,2015-11-03T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Aviation Administration.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b239f45a84ab9a19083c,finding-220a7be0486b20e7994834bf,Memoranda and Correspondence,Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/memoranda-and-correspondence,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-fb6f2f89a567a8fdef33,finding-220a7be0486b20e7994834bf,Memoranda and Correspondence,Finding,mentions,entity-governmentagency-e316bc81ed742da43df6,Memoranda and Correspondence Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/memoranda-and-correspondence,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Memoranda and Correspondence Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-bd02ed214f95cfd8e63b,finding-2272b4c994010ebbbcedefd9,"Carbon and Alloy Steel Threaded Rod From India: Preliminary Results and Rescission, in Part, of Antidumping Duty Administrative Review; 2024-2025",Finding,mentions,entity-governmentagency-7a08bc86d620fdaaea95,The U.S. Department,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14069/carbon-and-alloy-steel-threaded-rod-from-india-preliminary-results-and-rescission-in-part-of,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names The U.S. Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-894b4e478660de565f6e,finding-24320a02f214ed14e90559e9,Audit of the Department of Justice&#039;s Information System Inventory Management,Finding,mentions,entity-governmentagency-18d14316fa33bfcfed04,Audit of the Department,GovernmentAgency,U.S. Department of Justice Office of Inspector General — Reports,https://oig.justice.gov/reports/audit-department-justices-information-system-inventory-management,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,official-audit-finding,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Audit of the Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b7610f42d53ea87a5969,finding-2460309f68c1e9a813f4eb8b,"GENERAL DYNAMICS MISSION SYSTEMS, INC. — Department of Defense",Finding,mentions,entity-governmentagency-076bd64ce444d608be5f,Defense Information Systems Agency,GovernmentAgency,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/HC101326FB624,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Defense Information Systems Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-f7bb0db4397b342919f8,finding-2482c3e0241c7c7679a18cd1,GUIDEHOUSE INC. — Defense Nuclear Facilities Safety Board,Finding,mentions,entity-organization-e9aa44c3d195709a8d87,Defense Nuclear Facilities Safety Board,Organization,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/95314226F0006,2026-08-01T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-11T12:51:11.789Z,A,official-audit-finding,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Defense Nuclear Facilities Safety Board.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-dda00c84699c99771d86,finding-24baaf93065b1400e2394c90,Statistical Policy Directive No. 8: North American Industry Classification System (NAICS)-Request for Comments on Proposed Updates for 2027,Finding,mentions,entity-governmentagency-31324b2a162bd3892dac,The Office,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14086/statistical-policy-directive-no-8-north-american-industry-classification-system-naics-request-for,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names The Office.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-8cd3144b19ec6ad559aa,finding-24baaf93065b1400e2394c90,Statistical Policy Directive No. 8: North American Industry Classification System (NAICS)-Request for Comments on Proposed Updates for 2027,Finding,mentions,entity-governmentagency-4158d96139c8b19c530d,Economic Classification Policy Committee,GovernmentAgency,Federal Register — Latest Documents,https://www.federalregister.gov/documents/2026/07/13/2026-14086/statistical-policy-directive-no-8-north-american-industry-classification-system-naics-request-for,2026-07-13T00:00:00.000Z,2026-07-13T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Economic Classification Policy Committee.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-1c765ebeca22d67c4084,finding-258185678381402b467347e6,Final Judgment - Randall J. Miller,Finding,mentions,entity-governmentagency-5ea3493ef75278bdf8c2,U.S. Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26498-randy-miller.pdf,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,A,established-wrongdoing,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names U.S. Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-67e3ceb761cc2559de44,finding-270a6aa3d6d6d104a89b7f92,"PURDUE APPLIED RESEARCH INSTITUTE, LLC — Department of Energy",Finding,mentions,entity-governmentagency-5124abc8e7ea841d1aa8,Federal Energy Regulatory Commission,GovernmentAgency,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/89603023P0043,2023-09-30T00:00:00.000Z,2023-09-30T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Federal Energy Regulatory Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-3cf2231f894e2e036de4,finding-28d4c404aecdcea4089e9ed2,"Doe v. Indyke , No. 1:20-cv-02365 (S.D.N.Y. 2020)",Finding,mentions,entity-governmentagency-6acdd63fe72ee7397259,United States Department,GovernmentAgency,U.S. Department of Justice — Epstein Disclosures,https://www.justice.gov/epstein/doj-disclosures/court-records-doe-v-indyke-no-120-cv-02365-sdny-2020,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-d2a6de79599ac0d55213,finding-2aa1d5305138916e8aa97cd2,STREET LEGAL INDUSTRIES LLC — Department of Energy,Finding,mentions,entity-contractor-2cac1d6ff683b876d477,STREET LEGAL INDUSTRIES LLC,Contractor,USAspending.gov — Recent Contract Awards,https://www.usaspending.gov/award/89303924FEM000325,2024-08-12T00:00:00.000Z,2024-08-12T00:00:00.000Z,2026-07-11T12:51:11.789Z,B,record-update,machine-extracted-unreviewed,company-suffix-regex,0.72,The cited record names STREET LEGAL INDUSTRIES LLC.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
